iter,K,V_notelec
730,1.7710242842684967,4.070762151857134
731,1.7725591013410014,4.06920552307497
732,1.7741178519079324,4.067616785067109
733,1.775700102060449,4.065996222289974
734,1.7773054851481545,4.06434415842662
735,1.778933673899489,4.0626609615252205
736,1.7805843540261377,4.060947048404599
737,1.7822571316023965,4.059202883043222
738,1.7839516203810557,4.057428971493903
739,1.785667498188734,4.055625860356026
740,1.7874043308130765,4.053794136609975
741,1.7891617343895,4.051934425190935
742,1.7909395420271943,4.05004738545024
743,1.7927374070938142,4.048133711491125
744,1.7945546104635917,4.0461941389799465
745,1.7963901936315436,4.044229445167187
746,1.7982431167185873,4.0422404461747785
747,1.8001123894230215,4.040227989059262
748,1.8019970758088468,4.0381929541219534
749,1.803896360133702,4.036136256256052
750,1.805809434459072,4.034058839941903
751,1.8077354391143732,4.031961679747511
752,1.8096734230379343,4.029845776727612
753,1.8116223849728976,4.0277121581236415
754,1.8135812924052008,4.025561874663769
755,1.8155490801517886,4.023396000780009
756,1.817524919480408,4.021215634873832
757,1.819508003496695,4.019021892884296
758,1.821497437304433,4.016815910436466
759,1.8234922855908124,4.014598847206868
760,1.8254914994147302,4.012371881711199
761,1.8274940373628599,4.0101362085641385
762,1.82949878900923,4.007893039350479
763,1.8315046333403346,4.005643597785948
764,1.8335103600258627,4.003389119808716
765,1.8355147487996932,4.001130859181324
766,1.8375167390271951,3.9988700815590854
767,1.839515302700647,3.9966080650442026
768,1.8415093795285504,3.9943460968668116
769,1.8434978429311486,3.992085472385957
770,1.8454795104097121,3.989827490417114
771,1.8474532044630907,3.987573449800695
772,1.849417771561713,3.9853246494357
773,1.8513721078104701,3.983082390163571
774,1.8533151393206753,3.9808479764553906
775,1.8552457915133709,3.9786227155321305
776,1.8571629237681233,3.9764079159097463
777,1.859065337566762,3.9742048849777087
778,1.860951907764521,3.972014928699498
779,1.8628215206763312,3.9698393542334305
780,1.8646731496578284,3.9676794684181176
781,1.866505794390355,3.965536581180004
782,1.8683182691186475,3.9634119967782167
783,1.8701092956590313,3.961307017326139
784,1.8718777466450203,3.959222943210879
785,1.8736224512408115,3.957161072797203
786,1.8753422346381983,3.9551227001436233
787,1.8770360609291277,3.9531091132025162
788,1.8787029690212673,3.9511215981402326
789,1.880342189336187,3.949161434072487
790,1.881952797183372,3.947229890094932
791,1.8835336918027252,3.9453282295943177
792,1.8850839670242447,3.943457709042249
793,1.886602825383333,3.941619573363303
794,1.8880893762367428,3.9398150558399294
795,1.8895427935005125,3.9380453745642368
796,1.890962568752733,3.9363117296408174
797,1.892348254562551,3.934615307156405
798,1.893699125275063,3.9329572723235797
799,1.8950141782398544,3.9313387738022785
800,1.89629240995654,3.9297609445918984
801,1.8975329593734414,3.9282248965736137
802,1.8987351702627688,3.9267317195607108
803,1.8998982726107012,3.925282484156502
804,1.9010213057783105,3.9238782388700235
805,1.9021036861320364,3.922520003152043
806,1.9031449755918612,3.9212087742155965
807,1.9041445392801477,3.919945520235126
808,1.9051016662790154,3.9187311742829785
809,1.90601563638115,3.9175666294813567
810,1.906885823334953,3.9164527450490185
811,1.9077117273198327,3.915390342280772
812,1.9084929612673558,3.9143802049426513
813,1.9092291805632298,3.91342307849803
814,1.9099199245957597,3.9125196664768054
815,1.910564695445898,3.9116706319902423
816,1.9111631644892244,3.910876594916423
817,1.9117150336669064,3.91013812698678
818,1.9122199408567273,3.9094557553670013
819,1.9126776383299937,3.908829961429094
820,1.913087920997103,3.9082611778335674
821,1.9134504420935212,3.907749788704514
822,1.9137648720324747,3.9072961292634387
823,1.914031332976641,3.906900485967809
824,1.9142501041421578,3.906563092081325
825,1.9144211570887066,3.906284125041854
826,1.9145446266316493,3.9060637057673495
827,1.9146208413149592,3.90590189981944
828,1.9146499935844687,3.9057987214062844
829,1.9146322821208912,3.905754134276181
830,1.9145679120298853,3.9057680511230077
831,1.9144568836801736,3.9058403362025396
832,1.9142992726372323,3.905970804601669
833,1.9140953513844028,3.9061592218123953
834,1.91384542213524,3.90640530118477
835,1.9135497452842476,3.906708705038186
836,1.9132085239885277,3.9070690503944028
837,1.9128220314186914,3.907485907750325
838,1.9123906237960815,3.907958803149242
839,1.9119147950533304,3.908487218610397
840,1.9113950166087808,3.909070592392907
841,1.9108318070879609,3.9097083201210316
842,1.910225742118532,3.9103997557730215
843,1.9095775110468858,3.9111442061454906
844,1.9088879437226847,3.9119409370430436
845,1.9081577768042504,3.9127891768725998
846,1.9073876538316223,3.9136881200387568
847,1.9065780777344217,3.914636930811171
848,1.9057296644275736,3.915634750319039
849,1.904843341089869,3.916680692043353
850,1.9039200769562556,3.917773841636505
851,1.9029607743483417,3.918913260673588
852,1.9019663338271584,3.9200979877362676
853,1.9009375590841264,3.921327047696024
854,1.8998752367057574,3.922599452263003
855,1.898780088502552,3.9239141960621406
856,1.8976527258746936,3.92527025210075
857,1.8964938353764131,3.926666584073697
858,1.8953041927878853,3.928102142226055
859,1.894084614607783,3.929575861170437
860,1.892835883530998,3.931086667680118
861,1.8915587537550278,3.93263347918141
862,1.8902541217139446,3.93421520585173
863,1.8889228628369943,3.9358307536057486
864,1.8875658516406684,3.937479026596864
865,1.8861841649265203,3.9391589275103445
866,1.884778755372806,3.9408693621400324
867,1.883350362825973,3.9426092344695056
868,1.8818997885781938,3.9443774487415513
869,1.880427945949135,3.9461729113094526
870,1.878935787311951,3.9479945304900865
871,1.8774241255041724,3.9498412175988906
872,1.8758938579091324,3.951711890375879
873,1.8743462071026242,3.9536054727524204
874,1.872782317174438,3.955520894284015
875,1.871203277034013,3.9574570892509935
876,1.869610147943994,3.959412995234496
877,1.8680037387284771,3.9613875569470616
878,1.866384716401329,3.9633797274627383
879,1.864753789910952,3.9653884655706344
880,1.863111939791454,3.9674127380937763
881,1.861460329858452,3.969451519668206
882,1.8597999595401629,3.971503790321904
883,1.858131761493228,3.973568537097743
884,1.856456550347165,3.975644756447144
885,1.854775000328344,3.9777314539404
886,1.853087873168806,3.9798276456061275
887,1.851396006356414,3.9819323593470766
888,1.849700203228831,3.9840446376883745
889,1.8480012225044187,3.9861635376301345
890,1.8462998122245333,3.988288128846966
891,1.8445966838304424,3.9904174925194504
892,1.8428925470415491,3.9925507226619206
893,1.8411881371930836,3.9946869281383433
894,1.839484110975905,3.996825231203209
895,1.8377811517152849,3.9989647697875643
896,1.836080202315916,4.0011046964996195
897,1.834382152150136,4.003244181135291
898,1.8326875657574442,4.005382412948323
899,1.8309968559789722,4.007518601484452
900,1.8293104053125746,4.009651975864351
901,1.8276286798761423,4.011781778786242
902,1.8259522002385882,4.013907267830813
903,1.8242816878698018,4.016027711250357
904,1.8226179751406577,4.018142393724058
905,1.8209616098102315,4.020250619728297
906,1.8193129784631006,4.02235171357866
907,1.8176724956572918,4.024445021549138
908,1.8160405878314358,4.026529912558794
909,1.8144177225248703,4.028605779709038
910,1.8128043534779692,4.0306720394442905
911,1.8112007914824049,4.032728135099823
912,1.8096074942042468,4.034773530825772
913,1.8080249151960315,4.036807710051083
914,1.8064532522497008,4.038830173694261
915,1.8048926898982725,4.040840443831123
916,1.8033435448182922,4.042838063209287
917,1.8018060383078445,4.044822592224067
918,1.800280392486733,4.046793611287019
919,1.79876720263683,4.048750719306341
920,1.797267234362469,4.050693540908915
921,1.7957812072115924,4.052621719964296
922,1.794309560708685,4.054534912563305
923,1.7928524105837553,4.056432789762887
924,1.7914097578116759,4.058315036578623
925,1.7899816128792492,4.0601813489189915
926,1.7885681330259369,4.062031434277721
927,1.7871694499989021,4.063865012772623
928,1.7857853807066242,4.065681815416191
929,1.7844159147460688,4.067481584060443
930,1.7830613126864172,4.0692640665775714
931,1.7817218177438177,4.071029017405227
932,1.780397671849438,4.072776195394161
933,1.7790890549703176,4.074505361680392
934,1.7777961819129504,4.076216284496391
935,1.7765192417492344,4.077908740372607
936,1.77525836819288,4.07958251045211
937,1.7740137449135331,4.0812373756936315
938,1.7727855293909438,4.082873118496491
939,1.7715738458041892,4.084489522595462
940,1.7703788689862527,4.086086371848773
941,1.769200904560271,4.0876634498848246
942,1.7680403881781395,4.089220540750463
943,1.766897496692879,4.0907574247654015
944,1.7657721519892213,4.092273879308014
945,1.764664322048722,4.093769683723349
946,1.763573941239299,4.095244616863225
947,1.7625008442398413,4.096698460435819
948,1.7614448583014777,4.098131001270703
949,1.7604060836968036,4.099542022553007
950,1.759384921986234,4.1009313081264915
951,1.7583816126726826,4.102298634678028
952,1.7573962359813764,4.103643783101912
953,1.7564291477517726,4.104966533688202
954,1.7554807978070106,4.106266665802561
955,1.754551438964712,4.10754395295498
956,1.753641181226017,4.108798168567029
957,1.7527501771342335,4.11002908636923
958,1.7518786897243657,4.111236480995406
959,1.7510271452461488,4.112420129824342
960,1.750195928796687,4.113579812182288
961,1.749385339597081,4.114715308679846
962,1.7485956637213447,4.115826401048476
963,1.747827069420377,4.116912880356138
964,1.747079551129472,4.117974544762406
965,1.7463529767965742,4.119011199338408
966,1.7456474222933855,4.120022659100152
967,1.7449630573302293,4.121008751761977
968,1.7442999941460622,4.121969318102334
969,1.7436583753290087,4.122904212457589
970,1.7430383687372346,4.123813305133911
971,1.7424402139524178,4.124696483736086
972,1.7418643082075551,4.12555365439216
973,1.741311139505559,4.126384741237076
974,1.7407809824205487,4.127189684158462
975,1.7402737614608317,4.127968443328571
976,1.7397892183615127,4.128721006304092
977,1.73932706428652,4.1294473921206745
978,1.7388871695691435,4.130147650616095
979,1.73846955671377,4.130821859086926
980,1.7380743347208367,4.131470122828833
981,1.7377015821774204,4.13209257205196
982,1.7373513167878731,4.132689360510886
983,1.7370235178989315,4.133260672270837
984,1.736718066553033,4.133806722567777
985,1.7364347514019174,4.134327759218277
986,1.7361732661701426,4.134824065516175
987,1.735933388865421,4.135295963491575
988,1.73571507724653,4.135743811202451
989,1.735518292858741,4.136168003018281
990,1.7353428283172116,4.136568970196987
991,1.7351882669334946,4.13694718043265
992,1.7350541877252594,4.137303139847481
993,1.7349402329301231,4.1376373934813895
994,1.734846017069247,4.137950524443466
995,1.7347711591632848,4.138243155389941
996,1.7347153296869022,4.138515947338347
997,1.7346782025098038,4.138769602654846
998,1.7346593224280786,4.1390048634168135
999,1.7346580435830516,4.139222506856919
